x1,x2,x3,x4,x5,x6,x7,x8,x9,y
22,1,46.0,1,< 1 Year,No,29997.0,160.0,123,0
43,1,41.0,0,1-2 Year,Yes,31552.0,26.0,129,1
33,1,8.0,1,1-2 Year,No,2630.0,124.0,144,0
47,1,28.0,0,> 2 Years,Yes,27841.0,52.0,290,0
68,1,50.0,1,1-2 Year,No,2630.0,8.0,84,0
70,1,35.0,1,1-2 Year,No,28593.0,26.0,149,0
57,1,28.0,0,1-2 Year,Yes,30430.0,124.0,292,0
21,1,12.0,0,< 1 Year,Yes,29134.0,152.0,261,0
49,1,36.0,1,1-2 Year,No,39556.0,124.0,126,0
75,1,28.0,0,> 2 Years,Yes,29964.0,122.0,222,0
57,1,28.0,0,> 2 Years,Yes,68286.0,124.0,245,1
24,1,36.0,1,< 1 Year,No,33757.0,152.0,115,0
54,1,50.0,0,1-2 Year,No,52669.0,26.0,250,0
29,1,32.0,1,< 1 Year,No,32601.0,160.0,223,0
51,1,8.0,0,1-2 Year,Yes,24151.0,26.0,142,0
26,1,27.0,1,< 1 Year,No,25869.0,152.0,272,0
62,1,28.0,0,1-2 Year,Yes,50397.0,152.0,13,0
31,1,41.0,1,< 1 Year,No,95895.0,152.0,230,0
49,1,8.0,1,1-2 Year,No,28791.0,26.0,88,0
39,1,15.0,0,1-2 Year,Yes,2630.0,156.0,227,0
56,1,28.0,1,1-2 Year,Yes,2630.0,26.0,209,0
45,1,46.0,1,1-2 Year,No,30575.0,11.0,241,0
21,1,5.0,1,< 1 Year,No,29849.0,152.0,202,0
49,1,47.0,0,> 2 Years,Yes,34254.0,124.0,54,0
21,1,2.0,0,< 1 Year,Yes,31016.0,152.0,166,0
21,1,25.0,0,< 1 Year,Yes,24348.0,152.0,164,0
34,1,41.0,0,1-2 Year,Yes,46127.0,124.0,276,0
31,1,29.0,1,< 1 Year,No,29828.0,152.0,34,0
44,1,28.0,1,1-2 Year,Yes,27559.0,124.0,56,0
25,1,28.0,0,< 1 Year,Yes,55239.0,152.0,160,0
26,1,6.0,1,< 1 Year,No,2630.0,152.0,211,0
50,1,8.0,0,1-2 Year,Yes,39627.0,124.0,20,0
24,1,3.0,1,< 1 Year,No,20938.0,152.0,256,0
42,1,39.0,0,1-2 Year,Yes,2630.0,26.0,40,0
76,1,28.0,1,1-2 Year,No,27644.0,26.0,238,0
69,1,3.0,0,1-2 Year,No,30075.0,26.0,220,0
67,1,20.0,0,1-2 Year,No,2630.0,124.0,287,0
36,1,28.0,0,1-2 Year,Yes,63565.0,122.0,190,0
21,1,30.0,1,< 1 Year,No,31678.0,152.0,183,0
43,1,41.0,0,1-2 Year,Yes,37297.0,124.0,73,1
49,1,47.0,1,1-2 Year,No,2630.0,16.0,105,0
25,1,40.0,0,< 1 Year,No,38164.0,152.0,263,0
40,1,17.0,0,1-2 Year,Yes,2630.0,157.0,243,1
48,1,19.0,0,1-2 Year,Yes,34545.0,124.0,82,0
49,1,47.0,0,1-2 Year,Yes,2630.0,124.0,219,0
54,1,8.0,1,1-2 Year,No,47956.0,7.0,24,0
29,1,36.0,1,< 1 Year,No,30311.0,152.0,156,0
23,1,47.0,0,< 1 Year,Yes,33752.0,152.0,240,0
50,1,30.0,0,1-2 Year,Yes,2630.0,124.0,126,0
43,1,8.0,0,1-2 Year,Yes,35720.0,124.0,282,0
47,1,22.0,0,1-2 Year,Yes,2630.0,26.0,209,1
49,1,7.0,0,< 1 Year,No,2630.0,1.0,150,0
47,1,50.0,0,1-2 Year,Yes,2630.0,152.0,132,0
42,1,28.0,0,1-2 Year,Yes,33049.0,26.0,209,0
43,1,28.0,0,1-2 Year,Yes,43857.0,26.0,156,0
43,1,28.0,1,1-2 Year,Yes,32086.0,124.0,256,0
20,1,46.0,1,< 1 Year,No,38000.0,160.0,176,0
79,1,29.0,0,1-2 Year,Yes,2630.0,163.0,108,0
41,1,34.0,0,1-2 Year,Yes,22036.0,26.0,67,0
54,1,28.0,0,1-2 Year,Yes,27210.0,124.0,111,1
23,1,13.0,1,< 1 Year,No,26731.0,152.0,146,0
24,1,50.0,1,< 1 Year,No,37390.0,151.0,287,0
53,1,28.0,0,1-2 Year,Yes,61442.0,26.0,132,0
38,1,28.0,0,1-2 Year,Yes,32591.0,122.0,266,0
58,1,8.0,0,> 2 Years,Yes,68142.0,124.0,159,0
23,1,8.0,1,< 1 Year,No,35686.0,152.0,68,0
24,1,2.0,0,< 1 Year,Yes,19036.0,26.0,139,0
61,1,28.0,0,> 2 Years,Yes,27246.0,155.0,122,0
24,1,36.0,0,< 1 Year,Yes,45899.0,152.0,279,0
78,1,8.0,0,1-2 Year,Yes,43052.0,124.0,120,0
45,1,28.0,0,1-2 Year,Yes,59267.0,154.0,52,0
35,1,36.0,0,1-2 Year,Yes,2630.0,156.0,11,0
23,1,27.0,1,< 1 Year,No,29366.0,152.0,286,0
73,1,37.0,1,1-2 Year,No,33389.0,128.0,182,0
24,1,37.0,0,< 1 Year,No,33003.0,152.0,137,0
39,1,28.0,0,1-2 Year,Yes,34852.0,26.0,143,0
35,1,36.0,0,1-2 Year,Yes,33381.0,152.0,179,0
55,1,50.0,0,1-2 Year,Yes,34822.0,8.0,35,0
67,1,28.0,0,1-2 Year,Yes,37108.0,30.0,151,0
49,1,47.0,1,1-2 Year,No,36800.0,16.0,278,0
22,1,3.0,1,< 1 Year,No,22035.0,152.0,166,0
69,1,28.0,0,1-2 Year,Yes,28539.0,26.0,286,0
28,1,29.0,1,< 1 Year,No,22106.0,152.0,58,0
52,1,28.0,0,1-2 Year,Yes,32051.0,163.0,119,0
78,1,28.0,0,> 2 Years,Yes,27274.0,154.0,77,0
46,1,28.0,0,1-2 Year,Yes,55304.0,26.0,102,0
79,1,28.0,1,1-2 Year,No,52439.0,26.0,97,0
28,1,23.0,0,< 1 Year,Yes,2630.0,152.0,121,1
30,1,28.0,0,1-2 Year,Yes,32966.0,156.0,258,1
22,1,46.0,1,< 1 Year,No,67464.0,152.0,73,0
50,1,34.0,0,1-2 Year,Yes,2630.0,156.0,293,1
69,1,28.0,1,1-2 Year,No,41354.0,122.0,58,0
41,1,28.0,0,1-2 Year,No,30318.0,157.0,295,0
25,1,9.0,0,< 1 Year,Yes,48951.0,152.0,233,1
29,1,41.0,0,1-2 Year,Yes,2630.0,157.0,227,0
38,1,35.0,1,1-2 Year,No,2630.0,152.0,52,0
51,1,8.0,0,1-2 Year,Yes,54717.0,124.0,214,0
34,1,35.0,1,1-2 Year,No,35898.0,152.0,111,0
56,1,3.0,0,1-2 Year,Yes,37457.0,26.0,65,0
23,1,50.0,1,< 1 Year,Yes,2630.0,152.0,177,0
30,1,28.0,1,< 1 Year,No,36233.0,152.0,277,0
24,1,46.0,1,< 1 Year,No,39393.0,152.0,186,0
68,1,8.0,1,1-2 Year,No,51905.0,7.0,101,0
23,1,11.0,1,< 1 Year,No,55814.0,152.0,81,0
42,1,11.0,0,1-2 Year,Yes,2630.0,156.0,293,0
55,1,28.0,0,1-2 Year,Yes,45031.0,13.0,146,0
25,1,28.0,1,< 1 Year,No,40687.0,152.0,74,0
41,1,29.0,1,1-2 Year,No,50165.0,26.0,283,0
26,1,41.0,1,< 1 Year,No,30995.0,152.0,280,0
25,1,16.0,1,< 1 Year,No,12506.0,152.0,161,0
27,1,3.0,0,< 1 Year,Yes,2630.0,152.0,13,0
24,1,28.0,1,< 1 Year,No,48287.0,152.0,192,0
22,1,50.0,1,< 1 Year,No,31439.0,152.0,193,0
31,1,6.0,0,< 1 Year,No,18785.0,152.0,254,0
55,1,47.0,1,1-2 Year,No,32598.0,152.0,285,0
41,1,28.0,0,1-2 Year,Yes,68188.0,26.0,204,0
25,1,33.0,1,< 1 Year,No,27018.0,152.0,167,0
42,1,8.0,1,1-2 Year,No,36671.0,124.0,275,0
46,1,28.0,0,1-2 Year,Yes,38937.0,26.0,239,1
55,1,33.0,0,1-2 Year,Yes,2630.0,124.0,289,0
40,1,24.0,1,1-2 Year,No,2630.0,160.0,204,0
50,1,42.0,1,1-2 Year,No,33349.0,124.0,256,0
21,1,30.0,1,< 1 Year,No,21150.0,152.0,49,0
41,1,28.0,1,1-2 Year,No,35039.0,61.0,237,0
21,1,5.0,0,< 1 Year,Yes,26497.0,152.0,226,0
49,1,50.0,0,1-2 Year,Yes,27561.0,25.0,162,0
43,1,28.0,0,1-2 Year,Yes,27155.0,26.0,194,0
25,1,6.0,1,< 1 Year,No,27701.0,152.0,92,0
44,1,27.0,1,1-2 Year,No,25928.0,124.0,174,0
48,1,28.0,0,1-2 Year,Yes,40461.0,154.0,25,0
26,1,28.0,1,< 1 Year,No,40404.0,152.0,81,0
39,1,28.0,0,1-2 Year,Yes,48962.0,124.0,118,0
26,1,30.0,1,< 1 Year,No,37129.0,152.0,243,0
65,1,28.0,0,1-2 Year,Yes,39880.0,26.0,192,0
43,1,28.0,0,1-2 Year,Yes,26343.0,26.0,153,0
80,1,28.0,0,1-2 Year,Yes,66724.0,125.0,76,0
22,1,15.0,1,< 1 Year,No,24994.0,152.0,193,0
57,1,8.0,0,1-2 Year,Yes,2630.0,155.0,194,1
24,1,37.0,0,< 1 Year,Yes,35489.0,151.0,141,0
61,1,28.0,0,1-2 Year,No,48138.0,124.0,118,0
48,1,26.0,0,1-2 Year,Yes,23489.0,26.0,91,0
28,1,28.0,1,< 1 Year,No,64750.0,152.0,201,0
46,1,8.0,0,1-2 Year,No,35183.0,155.0,68,0
27,1,8.0,1,< 1 Year,No,46858.0,152.0,208,0
23,1,27.0,1,< 1 Year,No,2630.0,152.0,218,0
38,1,28.0,0,1-2 Year,Yes,52761.0,124.0,79,0
26,1,28.0,1,< 1 Year,No,44016.0,152.0,134,0
73,1,14.0,1,1-2 Year,No,26210.0,26.0,121,0
24,1,35.0,1,< 1 Year,No,23772.0,152.0,61,0
46,1,43.0,0,1-2 Year,Yes,51630.0,124.0,108,1
27,1,41.0,1,< 1 Year,No,37966.0,152.0,284,0
54,1,45.0,0,1-2 Year,Yes,48431.0,124.0,104,1
46,1,28.0,0,1-2 Year,Yes,2630.0,26.0,135,0
21,1,46.0,0,< 1 Year,Yes,22422.0,160.0,133,0
32,1,29.0,1,< 1 Year,No,34991.0,152.0,33,0
25,1,28.0,1,< 1 Year,No,42083.0,152.0,29,0
25,1,28.0,0,< 1 Year,Yes,51321.0,26.0,29,1
22,1,2.0,0,< 1 Year,Yes,27421.0,152.0,148,0
48,1,28.0,1,1-2 Year,No,2630.0,26.0,80,0
23,1,28.0,1,< 1 Year,No,35381.0,152.0,46,0
68,1,28.0,0,1-2 Year,Yes,62929.0,26.0,120,0
33,1,30.0,0,< 1 Year,Yes,23104.0,157.0,286,0
42,1,28.0,0,1-2 Year,Yes,40278.0,54.0,221,0
45,1,28.0,0,> 2 Years,Yes,34842.0,26.0,121,1
78,1,25.0,1,1-2 Year,Yes,2630.0,30.0,201,0
23,1,16.0,0,< 1 Year,Yes,2630.0,152.0,50,0
42,1,28.0,0,1-2 Year,Yes,2630.0,13.0,256,0
34,1,3.0,0,1-2 Year,Yes,2630.0,152.0,56,0
40,1,36.0,0,1-2 Year,No,47505.0,124.0,214,0
51,1,3.0,0,1-2 Year,Yes,22403.0,154.0,121,1
26,1,28.0,1,< 1 Year,No,65203.0,152.0,88,0
51,1,28.0,0,1-2 Year,Yes,32974.0,26.0,282,0
20,1,8.0,0,1-2 Year,Yes,44390.0,156.0,172,0
26,1,28.0,0,< 1 Year,Yes,30855.0,152.0,78,0
55,1,28.0,1,1-2 Year,No,25216.0,26.0,244,0
21,1,4.0,0,< 1 Year,Yes,2630.0,160.0,108,0
66,1,28.0,0,1-2 Year,Yes,58143.0,124.0,277,0
45,1,28.0,0,1-2 Year,Yes,23083.0,26.0,114,1
36,1,37.0,0,1-2 Year,Yes,2630.0,156.0,244,0
24,1,35.0,1,< 1 Year,No,39175.0,152.0,253,0
45,1,48.0,0,1-2 Year,Yes,2630.0,26.0,59,0
72,1,28.0,1,1-2 Year,No,51254.0,122.0,120,0
80,1,29.0,1,1-2 Year,No,22366.0,124.0,35,0
24,1,18.0,1,< 1 Year,No,37619.0,152.0,203,0
23,1,41.0,1,< 1 Year,No,31844.0,152.0,169,0
47,1,33.0,0,1-2 Year,Yes,34095.0,124.0,74,0
22,1,37.0,1,< 1 Year,No,33230.0,160.0,146,0
32,1,28.0,0,1-2 Year,Yes,81326.0,155.0,227,0
46,1,28.0,1,1-2 Year,No,42757.0,120.0,68,0
30,1,41.0,1,< 1 Year,No,38447.0,152.0,119,0
24,1,6.0,1,< 1 Year,No,19177.0,152.0,293,0
23,1,11.0,0,< 1 Year,Yes,30105.0,152.0,133,0
48,1,3.0,1,1-2 Year,No,2630.0,122.0,225,0
26,1,10.0,1,< 1 Year,No,2630.0,160.0,32,0
29,1,21.0,1,< 1 Year,No,29421.0,152.0,51,0
40,1,47.0,0,1-2 Year,Yes,35466.0,124.0,21,0
40,1,47.0,1,1-2 Year,No,30677.0,124.0,38,0
23,1,32.0,1,< 1 Year,No,34903.0,26.0,276,0
50,1,41.0,0,> 2 Years,Yes,2630.0,31.0,238,1
22,1,8.0,1,< 1 Year,No,43797.0,152.0,283,0
52,1,15.0,0,1-2 Year,Yes,39153.0,26.0,76,1
29,1,36.0,0,< 1 Year,No,42297.0,160.0,81,0
76,1,8.0,1,1-2 Year,No,43346.0,7.0,73,0
21,1,45.0,1,< 1 Year,Yes,25404.0,152.0,159,0
35,1,28.0,0,1-2 Year,Yes,27370.0,124.0,93,0
59,1,42.0,0,> 2 Years,Yes,24545.0,157.0,126,0
21,1,11.0,0,< 1 Year,Yes,17005.0,160.0,15,0
33,1,6.0,0,1-2 Year,Yes,2630.0,157.0,258,0
53,1,28.0,0,> 2 Years,Yes,39665.0,26.0,297,0
21,1,39.0,0,< 1 Year,Yes,2630.0,156.0,202,0
43,1,28.0,0,1-2 Year,Yes,43506.0,26.0,281,1
48,1,8.0,1,1-2 Year,Yes,34102.0,124.0,282,0
61,1,28.0,1,1-2 Year,No,44955.0,152.0,127,0
43,1,8.0,0,< 1 Year,No,2630.0,1.0,178,0
37,1,29.0,0,1-2 Year,Yes,18353.0,15.0,168,1
36,1,28.0,1,1-2 Year,No,32189.0,26.0,42,0
28,1,40.0,0,< 1 Year,Yes,23630.0,152.0,193,0
72,1,28.0,1,1-2 Year,Yes,28162.0,26.0,174,0
51,1,29.0,0,1-2 Year,Yes,2630.0,26.0,145,0
37,1,28.0,0,1-2 Year,Yes,34633.0,26.0,119,0
46,1,28.0,1,1-2 Year,No,2630.0,26.0,110,0
31,1,37.0,1,< 1 Year,No,24529.0,152.0,129,0
26,1,29.0,1,< 1 Year,No,65419.0,152.0,151,0
30,1,45.0,1,< 1 Year,No,18403.0,152.0,296,0
50,1,29.0,0,1-2 Year,Yes,38789.0,29.0,165,0
64,1,29.0,1,1-2 Year,Yes,2630.0,26.0,291,0
25,1,9.0,1,< 1 Year,No,26493.0,160.0,74,0
23,1,4.0,1,< 1 Year,No,18687.0,152.0,252,0
40,1,30.0,1,1-2 Year,No,33839.0,26.0,18,0
55,1,3.0,0,1-2 Year,No,2630.0,124.0,250,1
24,1,7.0,0,< 1 Year,No,41377.0,154.0,223,0
21,1,23.0,1,< 1 Year,No,2630.0,160.0,242,0
30,1,39.0,1,< 1 Year,No,29733.0,152.0,180,0
25,1,28.0,1,< 1 Year,No,50238.0,152.0,264,0
52,1,28.0,1,1-2 Year,No,37613.0,26.0,12,0
49,1,8.0,0,> 2 Years,Yes,31960.0,124.0,72,0
24,1,12.0,0,< 1 Year,Yes,2630.0,160.0,194,1
42,1,48.0,1,1-2 Year,No,2630.0,124.0,177,0
27,1,30.0,0,< 1 Year,No,2630.0,160.0,260,1
42,1,38.0,1,1-2 Year,No,2630.0,124.0,222,0
40,1,28.0,0,1-2 Year,Yes,37826.0,124.0,269,1
24,1,15.0,1,< 1 Year,No,29330.0,152.0,255,0
53,1,41.0,0,1-2 Year,Yes,37174.0,26.0,69,1
47,1,29.0,0,1-2 Year,Yes,2630.0,157.0,253,1
74,1,28.0,0,1-2 Year,Yes,27247.0,29.0,221,1
25,1,2.0,0,< 1 Year,Yes,27405.0,152.0,290,0
22,1,28.0,1,< 1 Year,No,20690.0,152.0,74,0
29,1,28.0,0,< 1 Year,Yes,49456.0,124.0,163,0
23,1,13.0,1,< 1 Year,No,23489.0,152.0,217,0
46,1,22.0,0,1-2 Year,Yes,28660.0,26.0,196,0
39,1,15.0,1,1-2 Year,No,39443.0,152.0,96,0
49,1,28.0,0,1-2 Year,Yes,49582.0,26.0,71,1
55,1,28.0,0,1-2 Year,No,25748.0,26.0,212,0
33,1,8.0,1,< 1 Year,No,40756.0,152.0,31,0
39,1,45.0,1,1-2 Year,No,24046.0,108.0,201,0
60,1,28.0,0,1-2 Year,Yes,30667.0,26.0,153,0
35,1,36.0,1,1-2 Year,No,32764.0,152.0,201,0
37,1,5.0,0,1-2 Year,Yes,37845.0,152.0,153,0
26,1,8.0,0,< 1 Year,No,67403.0,152.0,193,0
25,1,25.0,1,< 1 Year,No,2630.0,152.0,13,0
60,1,8.0,0,1-2 Year,Yes,30732.0,124.0,116,0
53,1,30.0,1,1-2 Year,No,37038.0,140.0,52,0
44,1,41.0,0,> 2 Years,Yes,26903.0,124.0,14,1
21,1,13.0,0,< 1 Year,No,2630.0,160.0,244,0
67,1,48.0,0,> 2 Years,Yes,2630.0,15.0,249,0
22,1,45.0,0,< 1 Year,Yes,47163.0,124.0,157,0
61,1,28.0,1,1-2 Year,No,26528.0,122.0,295,0
49,1,28.0,0,1-2 Year,Yes,38704.0,26.0,244,0
40,1,48.0,0,1-2 Year,Yes,2630.0,124.0,135,0
42,1,46.0,1,1-2 Year,No,20068.0,124.0,79,0
23,1,29.0,1,< 1 Year,No,23298.0,151.0,286,0
22,1,8.0,1,< 1 Year,No,34809.0,152.0,230,0
23,1,49.0,0,< 1 Year,Yes,17227.0,152.0,53,0
37,1,28.0,1,1-2 Year,No,49195.0,40.0,262,0
47,1,47.0,1,1-2 Year,No,35841.0,124.0,60,0
23,1,28.0,0,< 1 Year,Yes,30424.0,152.0,58,1
29,1,41.0,0,1-2 Year,Yes,23388.0,124.0,249,0
48,1,28.0,0,1-2 Year,Yes,46928.0,26.0,71,1
25,1,35.0,1,< 1 Year,No,29177.0,152.0,210,0
24,1,6.0,1,< 1 Year,No,33395.0,152.0,93,0
31,1,11.0,0,1-2 Year,Yes,26619.0,26.0,25,1
58,1,15.0,0,1-2 Year,Yes,23313.0,26.0,252,0
59,1,28.0,0,1-2 Year,Yes,45432.0,124.0,124,0
64,1,28.0,1,1-2 Year,No,29192.0,125.0,208,0
43,1,28.0,0,> 2 Years,Yes,39480.0,124.0,282,0
79,1,11.0,1,1-2 Year,No,2630.0,26.0,203,0
21,1,27.0,0,< 1 Year,Yes,30347.0,160.0,244,0
20,1,30.0,0,< 1 Year,No,2630.0,160.0,49,0
24,1,29.0,1,< 1 Year,No,33851.0,152.0,231,0
27,1,9.0,0,< 1 Year,Yes,30077.0,152.0,11,0
23,1,41.0,1,< 1 Year,No,36082.0,152.0,99,0
41,1,18.0,0,1-2 Year,Yes,34396.0,26.0,207,1
47,1,8.0,0,1-2 Year,Yes,43826.0,26.0,207,1
23,1,20.0,0,< 1 Year,No,2630.0,160.0,153,0
49,1,16.0,0,1-2 Year,No,32313.0,124.0,282,0
48,1,28.0,0,> 2 Years,Yes,55591.0,26.0,37,0
22,1,32.0,1,< 1 Year,No,2630.0,160.0,265,0
24,1,41.0,1,< 1 Year,No,15915.0,152.0,247,0
59,1,21.0,0,< 1 Year,No,2630.0,1.0,209,0
25,1,28.0,1,< 1 Year,No,35267.0,152.0,96,0
49,1,45.0,0,1-2 Year,Yes,2630.0,157.0,182,0
66,1,28.0,0,1-2 Year,Yes,27104.0,122.0,175,0
28,1,12.0,0,< 1 Year,Yes,2630.0,152.0,185,0
53,1,8.0,0,1-2 Year,Yes,27512.0,152.0,239,0
37,1,41.0,0,1-2 Year,Yes,41638.0,124.0,109,0
61,1,39.0,1,1-2 Year,No,45993.0,127.0,179,0
69,1,8.0,0,1-2 Year,Yes,2630.0,7.0,84,0
36,1,26.0,0,1-2 Year,Yes,33306.0,124.0,250,0
29,1,28.0,0,< 1 Year,Yes,45181.0,152.0,76,0
55,1,28.0,0,1-2 Year,Yes,40802.0,26.0,82,1
78,1,10.0,0,1-2 Year,Yes,31692.0,124.0,83,1
23,1,8.0,0,< 1 Year,Yes,36856.0,152.0,21,0
39,1,18.0,1,1-2 Year,No,2630.0,156.0,185,0
51,1,28.0,0,1-2 Year,Yes,71805.0,26.0,87,0
20,1,15.0,1,< 1 Year,Yes,24230.0,160.0,135,0
29,1,28.0,0,< 1 Year,Yes,26370.0,152.0,296,0
20,1,34.0,0,< 1 Year,Yes,33247.0,160.0,281,0
24,1,15.0,1,< 1 Year,No,2630.0,160.0,76,0
26,1,46.0,1,< 1 Year,No,34695.0,152.0,167,0
31,1,46.0,0,< 1 Year,Yes,19883.0,26.0,133,1
33,1,28.0,0,1-2 Year,Yes,30437.0,26.0,140,0
42,1,0.0,0,1-2 Year,Yes,2630.0,124.0,260,0
24,1,15.0,1,< 1 Year,No,34816.0,152.0,276,0
25,1,29.0,1,< 1 Year,No,30081.0,152.0,234,0
41,1,6.0,0,1-2 Year,Yes,2630.0,156.0,114,0
52,1,15.0,0,1-2 Year,Yes,31739.0,26.0,262,0
66,1,8.0,1,1-2 Year,No,49534.0,29.0,57,0
24,1,6.0,1,< 1 Year,No,31965.0,152.0,227,0
24,1,32.0,0,< 1 Year,No,33070.0,152.0,144,0
31,1,3.0,0,< 1 Year,Yes,34210.0,124.0,59,1
31,1,2.0,0,1-2 Year,No,17756.0,154.0,75,0
29,1,49.0,1,< 1 Year,No,22869.0,152.0,262,0
21,1,33.0,1,< 1 Year,No,31628.0,152.0,60,0
44,1,28.0,0,1-2 Year,Yes,42241.0,124.0,42,0
31,1,6.0,1,< 1 Year,No,20453.0,152.0,186,0
62,1,8.0,0,1-2 Year,Yes,36530.0,25.0,29,1
50,1,41.0,0,1-2 Year,Yes,2630.0,157.0,240,0
32,1,8.0,1,< 1 Year,No,32128.0,152.0,202,0
25,1,41.0,0,< 1 Year,No,33128.0,152.0,144,0
52,1,28.0,1,1-2 Year,No,30844.0,122.0,142,0
42,1,28.0,0,1-2 Year,Yes,46933.0,26.0,201,0
46,1,15.0,0,1-2 Year,Yes,34085.0,26.0,291,1
23,1,30.0,1,< 1 Year,No,54602.0,152.0,246,0
52,1,28.0,1,1-2 Year,No,54169.0,122.0,261,0
57,1,39.0,1,1-2 Year,No,70066.0,127.0,25,0
76,1,28.0,1,1-2 Year,No,59801.0,124.0,31,0
52,1,28.0,0,1-2 Year,Yes,47757.0,124.0,202,1
25,1,45.0,0,1-2 Year,Yes,2630.0,156.0,228,0
42,1,28.0,0,> 2 Years,Yes,54069.0,124.0,235,0
43,1,28.0,0,1-2 Year,Yes,42138.0,124.0,242,0
66,1,13.0,1,1-2 Year,No,2630.0,26.0,84,0
28,1,30.0,1,< 1 Year,No,21872.0,152.0,287,0
68,1,8.0,0,1-2 Year,Yes,2630.0,26.0,134,0
74,1,20.0,1,1-2 Year,No,2630.0,124.0,36,0
45,1,28.0,0,1-2 Year,Yes,35745.0,124.0,199,1
56,1,28.0,0,> 2 Years,Yes,78328.0,26.0,102,1
60,1,28.0,0,1-2 Year,Yes,31087.0,154.0,152,0
24,1,3.0,0,< 1 Year,Yes,26195.0,151.0,193,0
23,1,28.0,0,< 1 Year,Yes,32497.0,152.0,178,0
43,1,28.0,1,1-2 Year,No,42161.0,26.0,106,0
21,1,30.0,1,< 1 Year,No,25839.0,152.0,146,0
42,1,28.0,0,1-2 Year,Yes,43411.0,26.0,190,0
24,1,3.0,0,< 1 Year,No,37457.0,152.0,164,0
48,1,8.0,0,1-2 Year,Yes,38341.0,124.0,54,0
23,1,30.0,1,< 1 Year,No,24390.0,152.0,192,0
37,1,35.0,0,1-2 Year,Yes,24768.0,128.0,205,0
46,1,28.0,0,1-2 Year,Yes,32752.0,122.0,41,0
21,1,46.0,1,< 1 Year,No,26410.0,160.0,45,0
26,1,28.0,1,< 1 Year,No,33322.0,152.0,38,0
52,1,36.0,0,1-2 Year,Yes,31789.0,26.0,275,1
26,1,45.0,1,< 1 Year,No,29989.0,152.0,152,0
24,1,41.0,1,< 1 Year,No,46986.0,152.0,243,0
21,1,30.0,1,< 1 Year,No,18210.0,152.0,92,0
46,1,28.0,0,1-2 Year,Yes,32056.0,52.0,150,0
22,1,45.0,0,1-2 Year,Yes,2630.0,154.0,281,0
21,1,46.0,1,< 1 Year,No,24185.0,152.0,125,0
23,1,37.0,0,< 1 Year,Yes,28057.0,152.0,151,0
60,1,28.0,0,1-2 Year,No,2630.0,157.0,249,0
21,1,8.0,0,< 1 Year,Yes,33216.0,152.0,214,0
23,1,41.0,1,< 1 Year,No,33761.0,152.0,135,0
61,1,28.0,0,1-2 Year,Yes,43394.0,26.0,153,0
50,1,30.0,0,> 2 Years,Yes,2630.0,124.0,197,0
46,1,9.0,1,1-2 Year,No,25982.0,26.0,87,0
29,1,11.0,1,1-2 Year,No,28343.0,26.0,242,0
24,1,41.0,1,< 1 Year,No,35745.0,152.0,114,0
72,0,28.0,0,1-2 Year,Yes,72033.0,26.0,253,0
63,1,8.0,1,1-2 Year,No,62862.0,29.0,74,0
73,1,28.0,0,> 2 Years,Yes,72345.0,122.0,110,0
26,1,28.0,0,< 1 Year,Yes,40821.0,153.0,269,0
25,1,15.0,0,< 1 Year,Yes,37486.0,152.0,183,0
53,1,0.0,0,1-2 Year,Yes,2630.0,61.0,20,0
47,1,28.0,0,1-2 Year,Yes,2630.0,26.0,207,0
44,1,28.0,0,1-2 Year,Yes,34623.0,124.0,71,0
63,1,34.0,1,1-2 Year,No,26234.0,152.0,120,0
28,1,32.0,0,< 1 Year,Yes,26152.0,152.0,263,1
36,1,46.0,0,1-2 Year,No,2630.0,156.0,52,0
46,1,8.0,0,1-2 Year,Yes,37354.0,124.0,235,0
23,1,30.0,0,< 1 Year,Yes,2630.0,152.0,184,0
70,1,28.0,0,1-2 Year,Yes,44480.0,61.0,251,0
21,1,28.0,0,1-2 Year,Yes,59985.0,124.0,167,0
27,1,37.0,0,< 1 Year,Yes,25999.0,152.0,253,0
27,1,15.0,0,< 1 Year,Yes,38523.0,152.0,77,0
22,1,8.0,0,< 1 Year,Yes,36069.0,152.0,150,0
22,1,28.0,1,< 1 Year,No,28094.0,152.0,210,0
22,1,8.0,1,< 1 Year,No,39436.0,152.0,201,0
24,1,21.0,1,< 1 Year,No,19738.0,152.0,125,0
41,1,32.0,0,1-2 Year,Yes,24552.0,124.0,260,1
21,1,42.0,1,< 1 Year,No,2630.0,152.0,224,0
22,1,2.0,0,< 1 Year,No,27902.0,152.0,64,0
22,1,47.0,0,< 1 Year,Yes,33693.0,152.0,37,0
74,1,35.0,0,1-2 Year,Yes,25409.0,10.0,208,0
29,1,28.0,1,< 1 Year,No,43074.0,152.0,57,0
28,1,23.0,1,< 1 Year,No,32381.0,152.0,270,0
25,1,33.0,0,< 1 Year,Yes,31053.0,152.0,160,1
36,1,32.0,1,1-2 Year,No,13430.0,152.0,237,0
23,1,41.0,0,< 1 Year,No,35799.0,152.0,90,0
55,1,28.0,0,> 2 Years,Yes,72744.0,26.0,226,0
30,1,28.0,0,< 1 Year,No,28171.0,152.0,84,0
39,1,28.0,0,1-2 Year,Yes,49265.0,24.0,131,0
34,1,19.0,1,1-2 Year,No,37308.0,124.0,291,0
42,1,6.0,0,1-2 Year,Yes,23697.0,26.0,97,0
54,1,41.0,1,1-2 Year,No,39573.0,124.0,47,0
