y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
81,67,1,10.3,579.1331637,95,10,61.5,2,92,8.45,92,0.1,3416.71483,23948,0.7,0.6,0.91,20.3
58.8,272,238,0.01,0,74,88381,2.6,314,74,3.89,74,1.2,109.440553923324,44348.5761096665,9.9,9.6,1.68593480917,4.21003048737892
74.8,12,3,1.28,64.85616718,98,1,56.5,3,98,6.54,98,0.1,414.15177,1639931,6.3,6.3,0.71,14.4
82.5,64,3,7.39,9498.729062,92.2747556101156,434,27.4,4,96,1.7,97,0.1,48167.99727,127833,1.9,1.6,0.884,15.1
73.4,125,0,7.38,138.1664627,18,0,43.8,0,93,5.47,84,0.7,11513.87189,3837.92285155152,4.2,4.2,0.75,14
78.6,92,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,842293,1.7,1.9,0.837,15.5
74.4,121,1,3.89,274.1526986,95,0,52.6,1,96,4.48,95,0.1,3684.8481,2881922,2,2.1,0.732,12.7
74,141,0,10.81,0,99,0,53.1,0,99,7.4,99,0.1,75.9084240910045,0,1.4,1.5,0.784,14
72.5,177,13,6.26,321.1953005,96,3526,22.6,15,98,3.55,98,0.5,2893.651356,6542547,8.9,9.1,0.682,12
69,227,49,0.01,31.50243237,67,1224,18.5,89,56,5.9,67,0.6,416.14838,18426372,1,9.9,0.341,5.3
58.9,296,41,1.5,78.71123825,84,435,22.4,62,85,4.51,84,3.1,498.172394,215429,8.1,8.1,0.499,8.1
73.8,137,30,2.03,0,80.1626677484975,6755,1,39,92,4.7,75,0.2,67.0535117706305,3397.08206425245,15.6,16.3,0.584,10.7
86,92,3,12.4,5689.991931,39,40,58,4,99,1.53,99,0.1,36544.5853,63621376,0.6,0.6,0.87,16.1
77.9,7,0,1.2,515.0734795,97,73,67.7,0,99,2.15,97,0.1,8834.87958,2969.26746660709,5.1,4.7,0.843,13.4
78,95,0,1.11636506809801,0,94,206,63.7,0,94,1.45023344003807,94,0.1,11579.6674,42364,1.5,1.4,0.823,15.3
67.7,179,0,2.02,0,8,0,63.2,0,82,1.64,78,0.1,81.2876794004979,0,0.2,0.2,0.616,10.5
57.5,427,2,6.56,476.8625872,94,0,34.2,3,96,5.55,96,12.7,5623.379566,1946351,8.8,8.6,0.646,12.1
88,73,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,8391643,1.7,2,0.88,15.7
75.3,92,1,1.79,3427.320332,92,29,56.6,1,94,2.32,94,0.1,39439.8197,13156.4888507295,5.1,4.9,0.818,12.6
73.7,89,1,0.03,2555.303869,99,0,67.1,1,99,2.13,99,0.1,45793.97614,15264.8550418982,3.2,3.1,0.787,13.9
74.1,131,1,9.85,820.8109098,93,1,56.4,1,97,9.9,95,0.1,5821.35397,73287,2.3,2.3,0.754,13.6
65.6,229,0,7.56,536.2332523,93,0,43.2,1,93,6.8,93,0.4,3439.597513,7491,5.6,5.3,0.624,10.3
78.6,97,1,4.1,1002.833273,9,1,5.3,1,91,7.74,91,0.1,4697.11135,4247841,2,2,0.723,12.4
71.2,17,4,6.66,233.8488603,57.5899010248618,0,39.8,5,9,7.61,89,0.1,1417.26582,546624,2.5,2.4,0.624,11.8
63,262,2,0.25,77.0283958,69,85,19.6,2,69,4.57,69,0.1,648.38717,626425,7.4,7.3,0.451,9.9
75.3,115,0,6.56,635.4849381,9,5,59.1,0,93,6.9,94,0.1,6682.281158,619428,2,2,0.787,15
69.3,198,9,3.93,0,95,0,49.9,11,95,5.49,95,0.2,92.6737581503716,5.49986558862762,1.2,1.1,0.649,13.8
64.2,263,1,0.96,2.586698228,89,3,16.1,1,9,4.41,89,0.3,197.45788,64282,18,18.8,0,8.8
74,15,1,3.63,194.092569,97,0,47.2,1,99,4.22,95,1.5,4313.1682,276279,1.9,1.7,0.709,12.5
68,299,11,0.64,126.6142137,71,1,41.9,14,67,5.92,72,1.5,854.346921,647272,1.4,1.4,0.454,8.2
73.3,165,1,3.67,192.3226305,98,0,45.4,1,97,4.8,98,2.3,3719.97351,2728777,1.9,1.8,0.689,11.1
74.2,171,0,11.07,0,96,0,58.7,0,94,6.93,95,0.1,84.1331028027775,0,2.5,2.5,0.788,12.4
75,12,0,4.56,45.71354264,93,23,5.5,0,95,8.5,93,0.1,2968.41186,378153,2.9,2.9,0,12.5
59.4,288,41,1.7,129.0263364,84,420,23,62,84,4.64,84,2.9,922.9351677,22113425,7.9,7.9,0.51,8.7
74.2,99,1,5.31,3.3021542,98,68,5.8,1,97,5.86,97,0.1,35.1293,2992547,1.7,1.8,0.696,11.4
87,76,0,10.46,31.13492794,92.5723379287998,52,59.5,0,95,9.23,95,0.1,242.67286,26198,1.4,1.4,0.888,17.6
72.6,141,1,7.38,11.85928108,89.1778668581413,38,51.2,2,98,6.53,95,0.1,87.1365252,7516346,2.8,2.9,0.702,13
51.6,365,46,0.56,67.76269089,33,8650,17.5,79,4,3.17,33,3.9,989.2363633,12288651,9.2,9.1,0.37,6.7
69.6,169,0,0.85,334.1673373,63,0,44.1,0,67,4.12,69,0.1,1787.94723,24143,1.6,1.5,0,10.7
78.7,96,1,4.18,95.67571176,96,0,59.9,1,99,9.48,99,0.1,676.15344,225.715783889647,3.4,3.3,0.773,14.7
57.9,278,239,1.82,0,74,133802,19.6,319,77,3.53,74,1.6,111.3384773339,67062.1310575654,1.2,1,2.32601049844737,2.25942751777319
75.7,136,2,10.7,1299.159757,98,115,57.8,3,96,7.12,99,0.1,11527.59323,3815163,2.1,2.3,0.818,15.1
76.3,118,0,6.21,2331.532804,95,0,61.2,1,95,8.63,95,0.1,11938.212,3374415,1.5,1.5,0.777,15.6
76.5,8,1,1.75,3663.764502,96,132,58.6,1,96,3.45,96,0.1,42112.23565,14081.6204990048,5.1,5,0.826,13.3
78.8,82,0,5.49,6356.827282,87.2978153414197,4,54,0,91,8.65,91,0.1,38549.58934,4513751,0.8,0.7,0.917,17.5
78.9,99,1,4.22,1859.095621,89,0,53.4,1,89,9.1,9,0.1,6911.136136,442958,1.9,1.8,0.74,12.9
62.7,28,8,0.01,8.88028118,8,62,29.4,12,8,3.63,8,1.1,145.57838,394617,8.1,7.9,0.501,8.2
45.5,69,41,2.44,54.04348047,72.6419831681829,25036,17.3,66,85,6.93,84,18.4,377.135244,111249,7.4,7.3,0.433,10
73.1,11,9,0.05,1117.048134,97,373,6.2,10,96,3.42,96,0.1,13739.82945,4707.57224229358,7.2,7.3,0.761,12.4
73.3,137,1,3.96,201.1855461,93,0,5.7,1,94,4.55,93,0.1,2993.832531,2888584,2,2.1,0.725,11.9
67.4,211,10,3.77,0,88,0,48,13,87,5,88,0.2,94.5722834430125,6.49984115019628,1.3,1.1,0.632,14
68.5,186,0,0.99,229.6687488,99,0,47.2,0,99,5.8,99,0.1,1642.837974,539614,1.2,1.2,0.497,9.4
73.3,122,23,0.03,0,99,262,52.5,27,99,7.63,99,0.1,69.8983332908457,144.502871515683,7.7,7.9,0.728,12.8
65.2,211,52,0.28,11.05247903,91,329,19.1,69,9,2.5,9,0.6,741.777116,49869,13.1,13.4,0.504,8.5
76.1,97,0,4.75,645.021302,9,22,52.6,0,9,9.64,9,0.1,4697.89732,3746561,2.7,2.7,0.716,13.3
77.5,8,0,4.51,428.7490668,98,0,57.2,1,98,5.88,98,0.1,4575.763787,288914,1.2,1.3,0.761,14.2
79.9,71,0,6.9,3998.09987,93.2039568050095,9,53.9,0,99,9.23,99,0.1,29571.7446,8924958,1.3,1.3,0.88,15.9
73.2,95,0,0.01,113.1997845,99,0,64.5,1,99,3.61,99,0.1,1654.96761,551.984245650814,3.2,3,0.786,14
75.8,76,0,2,231.5478912,97,2,58.5,0,97,3.17,97,0.1,2367.56535,789.84805309773,6,5.9,0.815,14.4
78.7,83,1,8.62,1403.022211,9,12,58,1,9,8.47,91,0.1,12538.17883,1862132,0.9,0.8,0.801,14.2
54.7,355,15,1.02,2.995959823,66.7501807710295,295,17.9,22,72,5,72,5.2,31.437144,539141,8.8,8.7,0.428,9.9
88,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,8429991,1.8,2,0.884,15.7
67.8,231,1,0.01,253.8285861,99,0,49.2,2,99,4.22,99,0.1,4368.82248,2814226,2.2,2.3,0.712,14.7
52.1,3,5,2.84,6.699418747,50.916039710092,0,17.4,9,52,4.94,49,3.1,297.7519443,1243229,1.2,1.2,0,6.4
74.1,152,51,7.58,1084.999766,98,43,52.8,57,98,8.9,99,0.1,13167.47289,198686688,2.9,2.8,0.724,14
79.4,8,2,7.6,3665.089703,85.7616986287258,34,58.5,2,88,9.1,89,0.1,23691.59472,31819,0.5,0.4,0.867,15.8
53.3,394,58,5.22,0.962497052,81,196,23.8,91,78,4.69,81,7.2,12.989164,17899562,6.7,6.8,0.456,8.2
73.6,156,4,3.1,302.1057507,97,0,46.8,5,97,8.45,97,0.4,1932.85829,8194778,2.3,2.2,0.606,11.5
68.2,152,164,0.01,42.3304549,86,6192,13,215,95,2.8,94,0.1,494.51466,1453684,19.7,2.3,0.506,8.4
74.9,113,0,3.85,143.2947487,86.4394369675435,0,48.2,0,92,7.16,91,0.1,1524.41222,3771284,3.2,3.2,0,11.6
74.6,121,0,6.17,709.1311228,93,0,57.8,0,95,6.13,95,0.1,7325.73474,616969,2.1,2.1,0.774,14.2
79.3,13,23,0.8,0,92,188,69.6,26,93,0.70046688007615,95,0.1,34.1544529909304,107.001979512939,0.8,0.6,0.1,0.6
83,71,1,9.97,3829.550928,95,91,6.3,1,92,8.32,93,0.1,23465.38559,198954,0.7,0.7,0.905,20.6
51.9,39,14,4.46,12.19709744,51.0414696358499,5977,2.2,20,56,5.91,46,3.1,183.4149991,2884522,9.2,9.2,0.338,8.7
66.8,221,68,4.42,0.09987219,42,7003,18.7,89,77,2.79,79,0.1,1.68135,813526,1,9.7,0.625,11.4
73.6,166,9,7.59,0,84,0,58.8,10,75,5.81,84,0.1,79.0729195225796,4.99987780784329,1.6,1.5,0.754,14
69.4,188,0,6.64,605.6286892,95,0,47.8,0,95,5.61,95,0.5,4516.24675,329192,3.5,3.4,0.7,12.4
67.8,155,174,0.01,38.05462002,45,25934,12.5,231,94,2.68,93,0.1,484.155471,14343111,19.9,2.5,0.499,8.2
69.4,19,0,5.82,11.85100131,94,0,36.8,0,94,5.22,94,1,129.51914,129535,6.3,6.8,0.736,12.2
75.4,11,0,3.84,151.1399301,53.8113900449116,28,48.8,0,86,7.1,8,0.1,1761.537647,377587,3.1,3.1,0,11.9
59,284,26,3.39791707374131,0,54,243,23.3,40,42,7.3,54,0.5,554.48766,1291533,7.3,7.3,0.414,8.8
51.8,367,46,0.62,57.8242709,4,120,17.9,79,51,3,4,3.6,973.472574,1275135,9,8.9,0.381,7.3
71.5,174,0,4.08,407.779262,97,777,26.9,0,99,4.15,99,0.1,4623.347642,121337,7.9,7.8,0.687,12.6
71.3,171,6,2.74,15.36175284,95,0,39.6,8,99,6.88,96,1.6,113.4546,669361,2.7,2.7,0.557,9.9
63.6,274,6,0.01,0,94,194,17,8,94,2.98,94,0.6,116.39788676573,101.002272774115,8.7,8.6,0.41,5
62.9,275,10,0.855164813082621,0,67,38,48.6,12,74,1.3,73,0.6,110.073281043335,7919825,1.3,1.3,0.515,10
82,6,2,6.98,5439.691769,96,5189,61.5,2,96,9.27,96,0.1,38334.68477,59379449,0.5,0.5,0.872,16.4
87,74,2,9.23,0,94,114,29.5,2,95,6.79,94,0.1,53.1337730798472,58.0013685521551,1.5,1,5.5571689081323,5.97358862472754
78.5,96,0,13.11,2884.020194,97,0,54.9,0,97,9.67,97,0.1,19821.44463,1522288,0.7,0.5,0.793,15.4
69.4,173,0,1.2,27.29839073,64,165,43.3,0,67,4.2,69,0.1,158.52724,198964,1.6,1.6,0,10.4
47.8,564,3,5.53,437.0802438,93,0,28.2,4,88,6.81,87,43.7,2937.36723,112514,6.9,7.1,0.502,9.9
63.8,241,31,0.97,78.79967196,73,0,18.5,43,73,4.24,73,0.4,454.963464,21743949,7.5,7.4,0.504,10.2
54.5,344,483,4.54414476603989,0,49,12423,25.4,747,49,9.75023344003808,49,3.7,2655.157977,181181744,9.8,9.7,0.525,10
72.5,157,3,8.51,665.6427546,99,3196,54.4,4,97,5.6,97,0.1,5828.745662,2119376,3.2,3.7,0.755,13.7
89,72,2,11.05,510.9327012,96,267,61.7,2,96,8.36,96,0.1,3279.414,4522683,0.6,0.5,0.849,16
66,196,20,0.26,11.8385319,92,17,23.2,28,89,4.51,92,0.3,148.912351,141232,9.9,9.7,0.474,8.7
45.5,648,5,1.99,5.300902041,17,1,26.4,7,9,7.13,9,33.8,63.636279,191897,1.2,1.1,0.44,10.5
59.4,34,7,1.07,5.064688968,96,19,13.9,9,96,2.97,96,1.6,276.75896,39697,9.4,9.5,0,5.4
76.8,117,0,6.03,463.6397821,95,0,63.4,0,95,8.58,95,0.1,16737.89827,3419546,1.5,1.4,0.791,15.5
68.4,225,1,0.01,281.0023992,99,0,51.5,1,99,4.73,99,0.1,4181.583321,2923896,2.2,2.3,0.729,14.8
78.2,62,0,0.01,2051.748615,99,0,26.2,0,99,13.73,99,0.1,7716.2415,41,13.6,13.7,0.693,12.7
77.8,74,0,4.6,364.9752287,99,0,58,0,99,6,99,0.1,3954.22783,28873,1.2,1.3,0.762,14.2
59.1,251,25,1.4,110.2633619,75,426,23.5,39,77,5.37,75,1.4,825.9427854,94682,7.6,7.5,0.454,9.8
76,139,6,4.9,0,96,0,32.9,7,99,4.9,96,0.1,74.3270791983137,3.4999144654903,4.9,4.9,0.1,4.9
73.4,169,0,15.19,2211.744178,94,11,61.9,0,93,6.55,93,0.1,16554.97139,2932367,2.6,2.7,0.841,16.5
77.1,12,0,13.23,0,99,5,63.1,0,99,7.85,99,0.1,35.1030707636104,2.50006109607835,1.9,2,7.31917890527314,7.98456195610544
68,219,59,4.42,159.5348489,85,1469,22.1,76,86,4.41,87,0.1,1825.341521,9222879,1,9.7,0.661,11.7
52.3,412,59,3.15,0,8,48,26.8,81,79,5.81,8,2.4,132.853950875136,64.4995967658829,5.8,5.7,3.80971502157969,4.90364142388203
56.5,412,2,0.01,720.2333929,95,0,3.7,3,92,8.76,95,12.2,3851.51547,1248158,4.8,4.9,0.534,11.3
68,247,1,12.98,24.24947846,7,21,54.4,1,99,6.13,99,0.1,1276.28834,997961,2.7,2.8,0.675,13.1
66.8,221,68,4.54,69.0204245,45,7360,18.3,89,76,3,79,0.1,957.287441,79665315,1,9.7,0.622,11.4
70,229,14,10.58,1529.497771,97,2339,59.3,16,98,7.9,97,0.2,15543.67653,14356911,2.3,2.3,0.799,14.6
49.2,4,556,9.71,6.416252787,18,110927,19.3,893,45,4.11,36,5.4,87.8938738,138939478,12.9,12.9,0.463,8.9
75,126,52,4.86,13.31109532,97,3,53.2,62,97,5.35,97,0.1,731.378864,136768,1.9,1.9,0.7,11.6
72.1,163,3,6.38,20.68037294,92,0,42.8,4,96,6.7,96,0.2,157.145691,5795494,2.3,2.2,0.646,12.3
64.2,286,2,0.01,1.117811275,95,1,36.8,2,96,5.84,95,2.8,77.625783,212857,7,6.7,0.693,12.6
59.3,273,23,1.43,30.91060554,55.6083261221701,1361,12.8,29,54,5.95,54,2.1,339.676984,12634729,11.6,11.8,0.427,8.2
89,76,0,12.6,7163.348923,98,70,63.4,1,99,1.59,99,0.1,47439.39684,112957,1,1,0.89,16.3
62.1,253,37,0.01,97.67794571,98,124,28,54,93,3.56,98,0.8,1432.227943,26962563,6.4,6.3,0.576,11.7
69.9,228,0,6.68,332.2751709,96,1,55.7,0,97,6.17,97,0.1,3572.8513,233717,2.8,2.8,0.728,14.2
77.6,8,0,0.01,269.1432784,99,1,4.2,0,99,2.65,99,0.1,4159.8652,1386.94263157789,5.7,5.2,0.863,15
63.5,241,1,2.69298788676923,0,84,47,35,1,84,5.50046688007615,84,2.1,1862.167274,927414,5.6,5.4,0.47,6.3
65,37,2,7.72,353.2438029,28,0,3.8,3,44,2.76,45,10.9,6741.293948,143126,7.2,7.1,0.64,12.4
74.3,138,0,10.28,0,99,0,53.7,0,99,7.35,99,0.1,74.9594623857163,0,1.4,1.5,0.793,14.3
78.6,87,0,8.91,2143.021083,9,65,58.9,0,82,7.47,9,0.1,13641.1272,4568.66888434396,0.3,0.3,0.864,17.2
74.2,136,29,2.86,0,94,217,1.9,36,96,5.9,96,0.2,73.3781174930254,126.502211678036,15.4,16.1,0.601,11
50,42,13,4.21,9.758449266,44.103362785176,142,21.1,18,49,3.44,35,3.2,133.494518,3116233,8.7,8.7,0.373,10.3
51.4,477,3,4.87,413.0063027,9,1,28.9,4,89,8.19,88,40.2,2842.438422,1158897,6.1,6.3,0.514,10.6
67.2,21,30,0.32,44.12059646,62,9081,51.9,37,69,5.61,74,0.1,1391.816923,2631669,5.4,5.2,0.603,9.8
75.8,134,0,1.16593152461311,0,91.9597799935194,0,64.8,0,99,1.6,99,0.1,12365.6263,984328,1.6,1.6,0.834,15.6
81.7,63,0,10.44,11892.33429,90.2674695655297,1015,54.1,0,94,1.21,94,0.1,63223.46778,7551117,0.5,0.4,0.911,15.3
79,78,0,13.44,9126.931178,87.3585068931997,87,55.8,0,91,7.22,91,0.1,54326.9713,4273591,0.3,0.2,0.896,17.6
64,267,38,0.81,23.72796328,71,35558,15.4,58,74,4.89,78,0.6,245.1235876,1782997,8.2,8.1,0.466,8.7
71.3,195,4,1.42052966866781,0,22,105,61.3,5,51,2.34976655996192,23,0.2,2124.662666,4515429,2.3,2.4,0.748,15.3
76.2,91,1,5.28,41.82275719,99,10,54.3,1,99,5.34,99,0.1,494.358832,291321,1.4,1.5,0.725,12.5
47.8,586,5,2.86,38.57187011,68.8355756812192,217,25.4,7,78,7.53,78,31.2,437.819184,1885955,11.1,11.1,0.443,10.3
67.5,183,25,0.22,6.19357029,89,189,15.9,32,93,6.41,89,0.2,48.7299,2674113,16.9,17.4,0.502,10.5
69.9,22,5,6.29,24.44473709,95,321,52.3,5,95,4.36,95,0.1,1286.56511,17289224,2.4,2.5,0.789,15
73.4,136,0,0.01,36.48024032,73.4,0,53.5,0,73.4,8.33,73.4,0.1,216.243274,69828,2.5,2.5,0,0
68.4,174,0,1.97,0,89,0,65.2,0,88,12.94,85,0.1,81.9197186552922,0,0.2,0.2,0.628,11.2
75.7,12,9,8.11,1504.329462,91,3,6.4,10,93,5.89,91,0.1,12726.9836,41656879,1,0.9,0.816,17.1
67.8,221,0,1.93,20.7119129,98,17,51.2,0,92,3.28,91,0.1,238.891729,814218,4.3,4,0.683,13.2
59.6,295,20,6.78,7.409771603,97,26,16.5,30,98,8.49,97,5,44.853339,944742,6.8,6.7,0.424,10.1
77,12,0,11.56,530.4832336,90.9308448219995,11,52.8,0,97,9.1,97,0.1,3751.64946,5358783,1.3,1,0.862,16.2
79.5,87,0,10.32,3187.496219,90.9929469781495,2,57,0,96,9.7,96,0.1,23437.4722,248583,1.6,1.6,0.872,16.9
58.8,279,74,0.01,79.67936736,66,1989,16.7,102,66,9.2,66,0.1,553.32894,2883167,18.4,18.4,0.448,9.2
79.5,59,0,11.32,283.3300258,96,18,57.8,0,99,7.23,99,0.1,3818.46396,111267,0.9,1,0.853,14.6
75.6,137,0,14.97,1802.017593,94,0,57.6,0,94,6.25,94,0.1,14638.6482,1331475,1.9,2,0.833,16.2
79.6,95,1,1.17583114917379,0,92,0,6.5,1,92,1.7,92,0.1,1146.36273,487852,1.7,1.7,0.775,14.2
67,278,5,7.31,217.4345257,97,2392,56.4,6,95,6.41,96,0.9,1828.717626,471515,2.7,2.8,0.707,14.5
78.8,88,0,10.7,10761.18209,85.2081886181197,14,56.3,0,88,1.18,88,0.1,64322.6664,5493621,1.1,0.9,0.906,16.8
76,121,6,3.82,79.11626341,83,0,53.5,7,84,9.16,83,0.1,6432.216537,1593112,1.2,1.1,0.737,14
76.2,118,6,0.938765578128775,0,78,0,54.2,7,84,1.15023344003807,78,0.1,625.62224,16144368,1.2,1.1,0.739,14
73.1,158,2,10.4,14.96373588,95,8,56.3,3,95,5.56,95,0.1,822.18329,2367487,3,3.3,0.795,15.4
82,81,0,10.95,3283.024864,91.7515913753996,2,58.2,0,96,9.37,96,0.1,22486.47167,257159,1.5,1.5,0.877,16.8
66,259,2,0.16,9.087638194,75,0,2.1,2,75,4.93,75,0.1,72.759313,64162,7.3,7.2,0.459,10
71.4,128,21,0.56,157.6431445,95,2248,5.8,25,95,5.48,95,0.1,2494.353552,31225881,6.4,6.3,0.581,10
79,82,4,12.05,0,87.3585068931997,79,6.7,4,91,8.24,91,0.1,54.7156338714504,41.5009164411753,0.7,0.5,7.03557152746054,7.32909444039714
77.7,78,0,2.95958858097778,0,99,4,41.2,0,99,5.40140064022845,99,0.1,3967.8951,1323.95320147187,5.7,5.1,0.864,14.9
78.9,9,2,7.39,209.4875875,92,0,58.7,2,95,6.35,96,0.1,1526.87746,16491687,0.9,0.9,0.797,14.8
74.6,147,3,1.26302984576182,0,97,0,51,4,97,2.1,97,0.3,2326.15856,896829,2.1,2.1,0.623,11.2
79.2,97,1,3.34,2568.237059,91,0,57.5,1,9,9.56,91,0.1,9985.36959,4654122,1.8,1.7,0.758,13.6
76.6,84,0,1.18,4582.476081,97,74,65.1,0,98,3.1,97,0.1,51488.49529,17187.3451095588,4.8,4.5,0.83,13.7
55.4,355,27,0.429,0,60.9261709793297,1256,28.8199481570274,41,66,0.429,61,3.9,176.9713,1448857,0.429,0.429,0.429,4.9
69.2,184,16,0.01,0.442802404,99,8,43.9,18,99,5.84,99,0.1,25.448414,37577,3,3.1,0.69,12.1
57.9,322,2,1.03,13.46662004,60.7558231885099,50,29,2,62,5.45,62,4.3,792.15412,746221,6.2,6,0.372,3.3
79,176,0,10.71,513.3465408,98,0,38.8,0,98,6.67,98,0.1,5292.232379,1764.061627325,4.1,4.1,0,14.4
82,61,1,9.35,4255.781693,96,1204,64.8,2,97,9.39,97,0.1,28562.29324,4677355,0.6,0.5,0.871,17.2
72.6,141,1,2.86,53.19373012,69,69,47.4,1,97,5.94,94,0.1,694.435119,35655,2.1,2.1,0.644,11.1
78.7,76,0,2.08,1003.366877,95,408,28.9,0,95,2.37,96,0.1,21577.7823,7328.53348143348,2.1,2,0.82,12.7
63.3,219,1700,1.1,17.81205644,59.9797614774361,40044,12.2,2300,58,4.4,59,0.3,466.2842,18987112,27.4,28.4,0.499,8.4
67,261,66,1.55,37.59039592,22,1374,25.1537904962575,101,78,3.18,78,0.2,679.7539949,3911914,1.87518280371136,1.877075512583,0.423,6.1
75.6,77,0,2,278.3602806,97,7,57.6,0,97,3.8,97,0.1,2977.1153,994.696261099947,6.1,5.9,0.813,14.4
45.7,51,17,1.49,46.11619441,45.6301842559281,652,17.5,26,44,4.31,47,12.8,286.25819,3981665,1,1.1,0.316,5.6
65.5,237,2,0.01,715.2816939,7,33,35.8,3,68,3.44,7,2.8,9692.163874,1875713,6.1,6,0.687,12.6
74.3,89,8,0.09,2047.113102,98,1164,66.4,9,98,4.25,98,0.1,24934.38614,8702.39861591202,7.6,7.5,0.83,15.2
62.5,251,16,5.85,41.30079452,64.2413556027499,0,43,21,65,6.68,65,2,668.297646,985287,4.1,4.1,0.466,8.5
52.1,412,59,4.71,7.177302132,66.3326259531555,358,22.8,94,72,4.73,73,7.5,93.211716,1695981,7,7.1,0.455,8.2
74.5,145,3,8.02,516.0554391,98,34,54,3,98,6.32,99,0.1,5196.932921,3823364,2.5,2.6,0.79,15
74.7,142,3,9.06,542.0235,97,48,54.5,3,98,6.22,99,0.1,5693.52416,382457,2.4,2.6,0.796,15.3
82.1,6,0,10.15,14714.82588,91.4105017960236,958,55,0,96,11,95,0.1,69672.471,7743831,0.5,0.4,0.916,15.3
47.6,44,41,0.25,21.52701616,28.7915827707193,3546,13.9,74,3,6.28,36,4.6,166.231785,8342559,11.5,11.4,0,4.7
52.6,424,9,2.55,0,44.5201100032403,2788,2.3,14,41,2.45,41,7.2,147.085539010442,1401.03389610427,9.3,8.9,0.488,9.5
56.5,285,25,1.13,7.106997355,7,210,2.5,39,73,4.73,7,2.1,61.799977,7982225,8.7,8.6,0.43,8.5
61.6,298,2,8.75,11.05422474,82,3,32.4,3,81,2.54,82,8.9,194.2746,1536411,6.8,6.6,0.651,12.4
74.5,167,0,10.15,0,9,0,6.1,0,93,7.3,93,0.1,82.2353513585051,0,2.5,2.5,0.791,12.6
74.6,128,3,0.53,110.6779711,96,195,38.5,4,97,4.2,97,0.1,1882.27842,2976724,7.8,7.6,0.779,12.9
72.9,15,0,7.84,11.56715633,94,0,44.7,0,95,6.35,95,0.1,741.48438,247.159241761419,3.8,3.8,0.741,15.8
51.5,491,36,1.16,7.915071248,93,21,17.3,56,93,1.18,93,14.9,42.7379657,1471462,6.9,6.8,0.415,9.9
62,248,63,1.99,17.0536929,72,68,25.3795247463488,94,81,8.4,81,0.3,1226.884381,3365619,4.64030910144471,4.64576273919455,0.456,6.8
72.3,165,0,6.85,0,99,0,48.4,0,99,5.13,99,0.2,83.5001177333104,0,3.6,3.5,0.709,13.3
64,266,6,0.01,0,94,45,17.5,8,94,3.1,94,0.5,113.867322218294,26.5004521109798,8.6,8.4,0.414,5
76.9,69,0,3.15302063687294,0,98,0,63.6,0,98,6.15023344003807,98,0.1,22688.87824,7562.89153685956,6.2,6.1,0.823,14.5
64.2,179,365,0.03,40.36829999,78,7641,19.5,458,77,3.4,78,0.1,873.772727,15793993,21,21.5,0.501,6.5
55.3,35,23,4.33,15.99415192,92,173,15.2,35,89,7.86,92,2.9,196.2472628,8212264,7.9,7.9,0.319,7.9
76.6,117,0,9.29,1617.473418,88.0232927540395,0,52.3,0,93,8.62,93,0.1,11814.9994,199453,2.1,2.2,0.835,15.6
57.3,291,85,0.02,1.388647732,66,1296,14.2,118,58,8.7,58,0.1,25.2941299,257798,19.3,19.5,0.396,7.9
79.7,77,0,11.41,7620.823456,89.6605540477296,164,58.2,0,94,9.53,94,0.1,51983.78892,4535375,0.3,0.2,0.909,17.9
67.4,225,2,4.26,181.0123284,96,31,44.9,2,95,5.58,96,0.1,2139.625631,2628131,2.2,2.3,0.673,13.4
48.7,466,63,3.11,0,76,115,22.1,90,87,5.39,76,6.1,171.439213369184,102.500305480392,7.2,7.1,4.81057631154049,5.11781748601952
44.8,73,25,4.43,0,73,304,26.3,40,73,6.53,71,39.8,57.34834,125525,1.2,1.3,0.427,10
71.4,176,95,7,140.9824766,92,1,45.3,109,99,7.13,99,0.1,2819.649531,1815121,3.3,3.3,0.692,14.6
61.9,249,43,0.04,0,38,8536,32.7,58,61,5,61,0.1,98.0541312408418,4297.10359451046,14,13.9,0.457,8.2
67.5,19,0,2.70348834721368,0,96,0,3.9,0,96,5.40046688007615,96,0.2,1624.63963,195553,5.5,5.3,0.565,11.2
54.8,48,64,1.19,49.90987221,76,145,21.3,90,73,5.58,76,6.9,566.513873,2567666,3.6,3.5,0.4,9.2
74.3,139,2,9.1,10.32588862,96,4189,57.7,2,89,5.53,89,0.1,92.277825,2147528,2.9,3.1,0.798,15.7
78.7,15,25,8.55,0,92,63,66.9,30,93,17.2,95,0.1,34.7870941277892,46.5004032341171,0.7,0.6,8.81711552176295,9.70932348995868
81,71,3,10.37,0,90.7515913753996,133,66,4,95,9.12,95,0.1,52.5010459598363,68.5015762788215,0.8,0.5,6.74094232673312,7.12026772931898
72,176,7,6.58,44.79247812,68,253,43.1,9,71,5.9,78,2.5,282.4242,8562622,3.8,3.7,0.651,12.2
76.3,123,33,5.29,112.696486,99,0,61.5,38,99,6.21,99,0.1,982.532572,1282837,1.6,1.5,0.748,12.7
